iter	RMSE
216	0.06904950095
217	0.06892242127
218	0.06867114167
219	0.06845727981
220	0.06820318962
221	0.06796030321
222	0.06755238346
223	0.06728232633
224	0.0671038983
225	0.0668873693
226	0.06678678061
227	0.06660479884
228	0.06641994102
229	0.066164347
230	0.06589653226
231	0.06567373124
232	0.06551058615
233	0.06527052588
234	0.06495099911
235	0.06459632647
236	0.06441862163
237	0.06421617501
238	0.06411610894
239	0.06395821888
240	0.06365753362
241	0.0635144573
242	0.06325015983
243	0.06304152815
244	0.06265638092
245	0.06239769669
246	0.06226849312
247	0.06204531751
248	0.06189161683
249	0.06160245617
250	0.06138781726
251	0.06112045455
252	0.06075045329
253	0.06072235527
254	0.06041630155
255	0.06021039486
256	0.06003364833
257	0.05991699775
258	0.05963247289
259	0.05943096967
260	0.05924077955
261	0.05898419463
262	0.05876827686
263	0.05861083918
264	0.05841698101
265	0.05814924632
266	0.05799450505
267	0.05780201329
268	0.05764569917
269	0.05756786611
270	0.0574006149
271	0.05713409374
272	0.05701400534
273	0.05690029611
274	0.0566891738
275	0.05648733491
276	0.0562812537
277	0.05599907997
278	0.05590849639
279	0.05576500093
280	0.05565956639
281	0.05556347476
282	0.05538674965
283	0.0551806359
284	0.05508826148
285	0.05486001533
286	0.05463863028
287	0.05446809313
288	0.05430130407
289	0.05406291684
290	0.0539309101
291	0.05375868609
292	0.05364770903
293	0.05348545268
294	0.0533156603
295	0.05304579716
296	0.05287560303
297	0.05265987779
298	0.05249204416
299	0.05233698058
300	0.05220354219
301	0.05213389189
302	0.05194370688
303	0.05176953984
304	0.05158356902
305	0.05141643674
306	0.05134453817
307	0.05113067813
308	0.05098782618
309	0.05078787489
310	0.0506325153
311	0.05048815717
312	0.05038935168
313	0.05026126318
314	0.05009802496
315	0.04988473965
316	0.0497858382
317	0.04960827994
318	0.0494851047
319	0.04940810423
320	0.04926687863
321	0.04908411603
322	0.04897793182
323	0.04884624084
324	0.04867784317
325	0.04855510634
326	0.04840831427
327	0.04826253721
328	0.04803225863
329	0.04789355737
330	0.04775663541
331	0.04762054796
332	0.0474215296
333	0.04727561676
334	0.04715418216
335	0.04698222388
336	0.04688799927
337	0.04677694077
338	0.04664216622
339	0.04651132141
340	0.04636262115
341	0.04626341358
342	0.04614898204
343	0.04594335807
344	0.04583170986
345	0.04576144542
346	0.04562921858
347	0.04555997914
348	0.04545848048
349	0.04531456201
350	0.0451875607
351	0.04502200113
352	0.0449093439
353	0.04477358296
354	0.04469076452
355	0.04457720542
356	0.04449671931
357	0.04440190917
358	0.04428410988
359	0.04417711851
360	0.04400047048
361	0.04395277231
362	0.04377095571
363	0.04371099541
364	0.04361383776
365	0.04351863688
366	0.04345102555
367	0.04337837908
368	0.04328832219
369	0.04306285383
370	0.04291910419
371	0.04287732958
372	0.04273951436
373	0.0426225445
374	0.04257715446
375	0.04245987589
376	0.04240641666
377	0.04229660982
378	0.0422463381
379	0.04217812476
380	0.04202499752
381	0.04191845956
382	0.04184103685
383	0.04175067812
384	0.04160680478
385	0.04151490205
386	0.04140779609
387	0.0413650878
388	0.04120969256
389	0.04099710038
390	0.04089982573
391	0.04083673902
392	0.04070790843
393	0.04064113143
394	0.04056149948
395	0.04042034895
396	0.04026396648
397	0.04017513102
398	0.04005159069
399	0.03994668664
400	0.03983705484
401	0.03967757125
402	0.03957522311
403	0.03946096169
404	0.0394025066
405	0.03916419959
406	0.03906602494
407	0.03903139369
408	0.03895326727
409	0.03882562135
410	0.0387220535
411	0.03859528286
412	0.03850193131
413	0.03834859293
414	0.03825052944
415	0.03815336329
416	0.03804553731
417	0.03797705492
418	0.03793579386
419	0.03780715423
420	0.03772396762
421	0.03766267423
422	0.0374672597
423	0.03737573539
424	0.03732933622
425	0.0372009664
426	0.03705631982
427	0.03689423989
428	0.0368373653
429	0.03668439099
430	0.03663990849
431	0.03653437661
432	0.03647309975
433	0.03637042179
434	0.03629818348
435	0.0361684932
436	0.03608446515
437	0.03605519362
438	0.03597265233
439	0.0358422383
440	0.03575028072
441	0.03569690443
442	0.03560870101
443	0.03554137785
444	0.03542891612
445	0.03532158412
446	0.03523231404
447	0.03517602987
448	0.03515301124
449	0.03508046478
450	0.0349755104
451	0.03485439075
452	0.03477696809
453	0.03469617256
454	0.03456019891
455	0.03450050979
456	0.03438435235
457	0.03425852517
458	0.03413357409
459	0.03408184373
460	0.0339259148
461	0.03385122137
462	0.03372639393
463	0.03362700116
464	0.0335641432
465	0.03346491625
466	0.03339822463
467	0.03328694086
468	0.03317468174
469	0.03307982664
470	0.0329328903
471	0.0328288826
472	0.03276542887
473	0.03267364888
474	0.03263558158
475	0.03252430453
476	0.03244728338
477	0.03234054812
478	0.03223746827
479	0.03216707808
480	0.03206134079
481	0.03195719711
482	0.0318720728
483	0.03178521647
484	0.03170514727
485	0.03158269036
486	0.03145866892
487	0.03136328213
488	0.03127074336
489	0.03114509342
490	0.0310569636
491	0.03093783096
492	0.03084447858
493	0.03069604912
494	0.0306018007
495	0.03046669299
496	0.03040302464
497	0.03032470169
498	0.03024746165
499	0.03019569818
500	0.03009233605
501	0.03002536966
502	0.02996252634
503	0.02979784196
504	0.02973126514
505	0.0296954515
506	0.02961230728
507	0.02955078718
508	0.02949047786
509	0.02939827056
510	0.02932843908
511	0.02928568705
512	0.02922652939
513	0.02909466172
514	0.02902008523
515	0.02887925161
516	0.02879241177
517	0.0287368528
518	0.02864706038
519	0.02857758315
520	0.02854230747
521	0.02849325188
522	0.02834794829
523	0.02827618834
524	0.02818296668
525	0.02813842145
526	0.02810043791
527	0.02804969769
528	0.02800896789
529	0.02791438745
530	0.02786038724
531	0.02779869633
532	0.02769767076
533	0.02761751818
534	0.02753406795
535	0.02750672981
536	0.02743019927
537	0.02733109311
538	0.02723857591
539	0.02718051163
540	0.0271289195
541	0.02709313917
542	0.02703517955
543	0.02696441951
544	0.02689100285
545	0.02684195359
546	0.02675059993
547	0.02662018288
548	0.02654247753
549	0.02652206747
550	0.02639935871
551	0.02637279158
552	0.02634118731
553	0.02626664334
554	0.02620399788
555	0.02617477526
556	0.02611533649
557	0.02604853232
558	0.0259822024
559	0.02587727805
560	0.02583755318
561	0.02574478932
562	0.02569594404
563	0.02562835137
564	0.02555939569
565	0.02545445173
566	0.02540356787
567	0.02537486319
568	0.02529890904
569	0.02520530062
570	0.02512281119
571	0.02501828698
572	0.02498636801
573	0.02486749944
574	0.02481389461
575	0.02477853546
576	0.02471171893
577	0.02467876541
578	0.02463523805
579	0.02460120331
580	0.02452376207
581	0.02445316063
582	0.02436544914
583	0.02433723648
584	0.02426458358
585	0.02417637044
586	0.0241047021
587	0.02403207392
588	0.02399205927
589	0.02394836223
590	0.02388692292
591	0.02379861273
592	0.02376647852
593	0.02370049367
594	0.02365143063
595	0.02362482296
596	0.02354415843
597	0.02351807122
598	0.02348209605
599	0.023433602
600	0.02338364093
601	0.02336089177
602	0.02330452084
603	0.02324524002
604	0.02321645705
605	0.02314076278
606	0.0230879569
607	0.02303459193
608	0.02298201716
609	0.02290884317
610	0.02286476699
611	0.0227963075
612	0.02274766593
613	0.02270451916
614	0.02263999069
615	0.02259516473
616	0.02254518386
617	0.02250517062
618	0.02244218394
619	0.02236178674
620	0.02228378392
621	0.0222125933
622	0.02214899354
623	0.02209610699
624	0.02200356028
625	0.02194238632
626	0.02188210798
627	0.02180032301
628	0.02172970762
629	0.021707105
630	0.0216483829
631	0.02155707237
632	0.02152980254
633	0.02147741875
634	0.02142867881
635	0.02140145285
636	0.02133670296
637	0.02128445088
638	0.02122855153
639	0.02119457828
640	0.02115721643
641	0.02108221205
642	0.02102376701
643	0.02100429805
644	0.02095728391
645	0.02087087194
646	0.02084464987
647	0.02076712213
648	0.02073598743
649	0.02067899791
650	0.02064825325
651	0.02060429453
652	0.0205668264
653	0.02054093232
654	0.02052280031
655	0.02046301265
656	0.02040311329
657	0.02031530661
658	0.0202914651
659	0.02017768032
660	0.02015502647
661	0.02010594137
662	0.01998917095
663	0.01990103475
664	0.01984880432
665	0.01982866649
666	0.01980920547
667	0.01977707845
668	0.01973115336
669	0.01968877615
670	0.01966178355
671	0.0196177786
672	0.01956174828
673	0.01950031544
674	0.01948619246
675	0.019455743
676	0.01942701562
677	0.01938453791
678	0.01934458843
679	0.01928624989
680	0.01926055011
681	0.01923766623
682	0.01921341805
683	0.01919514786
684	0.01913699191
685	0.01905730146
686	0.01898224945
687	0.01894934913
688	0.01889114177
689	0.01883256139
690	0.01879451207
691	0.01876036032
692	0.01868755201
693	0.01865470802
694	0.01859154012
695	0.01857881264
696	0.01853480184
697	0.01847734371
698	0.01844984505
699	0.01841908492
700	0.0184081341
701	0.01836348403
702	0.01831871466
703	0.01828609846
704	0.01823078101
705	0.01820290443
706	0.01818156236
707	0.01814776242
708	0.01809296578
709	0.01804177455
710	0.01801473732
711	0.01798481601
712	0.0179623644
713	0.01792573474
714	0.01791540028
715	0.01786773932
716	0.01779869032
717	0.01777979813
718	0.01775618836
719	0.01771240626
720	0.01761919061
721	0.01758510639
722	0.01754533158
723	0.01749411592
724	0.01744865056
725	0.01740833199
726	0.01733380375
727	0.01728054729
728	0.01725020736
729	0.01720204413
730	0.01717376426
731	0.01713803498
732	0.01710511399
733	0.01706209624
734	0.0170117165
735	0.01694435955
736	0.0168972327
737	0.01686238593
738	0.01679948791
739	0.01678003772
740	0.0167204603
741	0.01670536785
742	0.01667151732
743	0.01662525028
744	0.01657182342
745	0.01655771783
746	0.01651944095
747	0.01644589376
748	0.01641555011
749	0.01639721938
750	0.01634027317
751	0.01630344888
752	0.0162805677
753	0.01622056196
754	0.01615461492
755	0.0161357403
756	0.0160943305
757	0.01602779152
758	0.01598212628
759	0.01594630909
760	0.01587637421
761	0.01580894413
762	0.01576722128
763	0.01571990266
764	0.01569799392
765	0.0156398161
766	0.01557475766
767	0.01550928852
768	0.01548522062
769	0.01541989491
770	0.01539648892
771	0.01538095695
772	0.01534143694
773	0.01531154959
774	0.01525517249
775	0.01521406021
776	0.01519335112
777	0.01513648786
778	0.01512757699
779	0.01507103751
780	0.01500956758
781	0.01496162609
782	0.01493659917
783	0.01490051549
784	0.01484366153
785	0.01478762226
786	0.0147553833
787	0.01472609299
788	0.01467404062
789	0.01462434571
790	0.01459062597
791	0.01457607647
792	0.01452725035
793	0.01449170119
794	0.01447509152
795	0.01444329813
796	0.0144111694
797	0.01438534723
798	0.01435561535
799	0.01433311134
800	0.01428844271
801	0.01425634293
802	0.01421106913
803	0.01418766611
804	0.01415185838
805	0.01413417285
806	0.01407183102
807	0.0140450461
808	0.0139844256
809	0.01393580152
810	0.01392226434
811	0.01388472853
812	0.01384139469
813	0.01381162045
814	0.01376251346
815	0.01373451419
816	0.01370288569
817	0.01367609875
818	0.0136550419
819	0.01363955185
820	0.01361268175
821	0.01357468438
822	0.0135500639
823	0.0135127277
824	0.01348344875
825	0.01346081929
826	0.01345075138
827	0.01338014152
828	0.0133089653
829	0.01329060571
830	0.01323864642
831	0.01320715595
832	0.01314930614
833	0.01313302914
834	0.01308053704
835	0.01305500813
836	0.01301685578
837	0.01298892663
838	0.01294973943
839	0.01293526712
840	0.01291071439
841	0.01289722234
842	0.01288547976
843	0.01286104038
844	0.01282512016
845	0.01278568034
846	0.0127540599
847	0.0127450929
848	0.01270866681
849	0.01267751738
850	0.01263506302
851	0.01262758045
852	0.01257084182
853	0.01254335744
854	0.01252310186
855	0.01245682126
856	0.01241688517
857	0.01238420183
858	0.01235959863
859	0.01231663501
860	0.01227956877
861	0.01224239809
862	0.01222463492
863	0.01219275073
864	0.0121737321
865	0.01213364805
866	0.01210783278
867	0.01205223021
868	0.01203141074
869	0.01202236297
870	0.01200311915
871	0.01198472252
872	0.01194072139
873	0.01190825349
874	0.01184952267
875	0.01182102515
876	0.01178354032
877	0.01175740105
878	0.01171997217
879	0.01169919873
880	0.01166325454
881	0.01163790558
882	0.01162029459
883	0.01159596771
884	0.01157645161
885	0.01155372801
886	0.01151203893
887	0.01147782595
888	0.01145079814
889	0.01143513416
890	0.01141774665
891	0.01139943385
892	0.01137763956
893	0.01132511349
894	0.01130603124
895	0.01127310064
896	0.01125663392
897	0.01123450901
898	0.01121542005
899	0.01118730865
900	0.01116560044
901	0.01112881422
902	0.01110388375
903	0.01108985305
904	0.0110704934
905	0.01103166468
906	0.01100147432
907	0.01096907533
908	0.01092550873
909	0.01088622392
910	0.01086910179
911	0.01084112078
912	0.01081076147
913	0.01078452211
914	0.01075739517
915	0.01072088811
916	0.01067306376
917	0.0106498484
918	0.01062600005
919	0.01061001604
920	0.01060218104
921	0.01057833617
922	0.01056678473
923	0.01052624771
924	0.01050812358
925	0.01047873293
926	0.01044824636
927	0.01042063366
928	0.01039701741
929	0.01037408887
930	0.01034761201
931	0.01032850084
932	0.01028955689
933	0.01027031785
934	0.01025181859
935	0.01024592804
936	0.01022026904
937	0.01019130235
938	0.01015917426
939	0.01013178219
940	0.01011694898
941	0.01009071301
942	0.01006506279
943	0.01004705089
944	0.01000697694
945	0.009964600519
946	0.00995476154
947	0.009931203832
948	0.009902073569
949	0.009878861856
950	0.009861920588
951	0.009849833227
952	0.009821691965
953	0.009789641523
954	0.009762262917
955	0.009748374914
956	0.009719679203
957	0.009697132435
958	0.009685272418
959	0.00967719928
960	0.009669462273
961	0.009635905427
962	0.009607030198
963	0.009570881328
964	0.009549425264
965	0.00953238357
966	0.009521784238
967	0.009499931291
968	0.009483111488
969	0.009445280209
970	0.009408683286
971	0.009386293813
972	0.009360098999
973	0.009327017561
974	0.009303085108
975	0.009284597941
976	0.009259938446
977	0.009225724941
978	0.009216500742
979	0.009186385297
980	0.009170818883
981	0.009153267716
982	0.009143543974
983	0.009109941454
984	0.009090900295
985	0.009071549833
986	0.009054194737
987	0.009043531744
988	0.009010953496
989	0.009002726298
990	0.008984561365
991	0.008940088022
992	0.008913374549
993	0.008896677699
994	0.008892205999
995	0.008862943934
996	0.008852951254
997	0.008828704522
998	0.008819930524
999	0.008803950629
